1,2,3,4,5,6,7,8,9,10,11
2022AlbertaLicensed practical nurses,2022,Alberta,Licensed practical nurses,17251,1922,1308,15329,15511,0.111413831,0.075821691
2022British ColumbiaLicensed practical nurses,2022,British Columbia,Licensed practical nurses,13627,1229,976,12398,13144,0.090188596,0.071622514
2022ManitobaLicensed practical nurses,2022,Manitoba,Licensed practical nurses,3667,214,242,3453,3524,0.058358331,0.065994001
2022New BrunswickLicensed practical nurses,2022,New Brunswick,Licensed practical nurses,3545,133,348,3412,3278,0.03751763,0.098166432
2022Newfoundland and LabradorLicensed practical nurses,2022,Newfoundland and Labrador,Licensed practical nurses,2480,266,243,2214,2368,0.107258065,0.097983871
2022Northwest TerritoriesLicensed practical nurses,2022,Northwest Territories,Licensed practical nurses,189,—,32,—,181,—,0.169312169
2022Northwest Territories/NunavutLicensed practical nurses,2022,Northwest Territories/Nunavut,Licensed practical nurses,—,—,—,—,—,—,—
2022Nova ScotiaLicensed practical nurses,2022,Nova Scotia,Licensed practical nurses,4678,525,519,4153,4458,0.112227448,0.110944848
2022NunavutLicensed practical nurses,2022,Nunavut,Licensed practical nurses,267,—,—,—,—,—,—
2022OntarioLicensed practical nurses,2022,Ontario,Licensed practical nurses,56595,5316,4132,51279,51369,0.093930559,0.073009983
2022Prince Edward IslandLicensed practical nurses,2022,Prince Edward Island,Licensed practical nurses,797,80,77,717,761,0.100376412,0.096612296
2022Provinces/territories with available dataLicensed practical nurses,2022,Provinces/territories with available data,Licensed practical nurses,135582,—,—,—,123086,—,—
2022QuebecLicensed practical nurses,2022,Quebec,Licensed practical nurses,28495,2249,2132,26246,24951,0.078926127,0.074820144
2022SaskatchewanLicensed practical nurses,2022,Saskatchewan,Licensed practical nurses,3737,465,347,3272,3541,0.124431362,0.092855231
2022YukonLicensed practical nurses,2022,Yukon,Licensed practical nurses,254,—,—,—,—,—,—
2022AlbertaNurse practitioners,2022,Alberta,Nurse practitioners,674,76,41,598,613,0.112759644,0.060830861
2022British ColumbiaNurse practitioners,2022,British Columbia,Nurse practitioners,761,139,19,622,729,0.182654402,0.024967148
2022ManitobaNurse practitioners,2022,Manitoba,Nurse practitioners,306,43,18,263,—,0.140522876,0.058823529
2022New BrunswickNurse practitioners,2022,New Brunswick,Nurse practitioners,171,21,7,150,161,0.122807018,0.040935673
2022Newfoundland and LabradorNurse practitioners,2022,Newfoundland and Labrador,Nurse practitioners,231,36,7,195,229,0.155844156,0.03030303
2022Northwest Territories/NunavutNurse practitioners,2022,Northwest Territories/Nunavut,Nurse practitioners,110,29,19,81,—,0.263636364,0.172727273
2022Nova ScotiaNurse practitioners,2022,Nova Scotia,Nurse practitioners,274,46,15,228,258,0.167883212,0.054744526
2022OntarioNurse practitioners,2022,Ontario,Nurse practitioners,4135,408,118,3727,3896,0.098669891,0.02853688
2022Prince Edward IslandNurse practitioners,2022,Prince Edward Island,Nurse practitioners,60,7,2,53,58,0.116666667,0.033333333
2022Provinces/territories with available dataNurse practitioners,2022,Provinces/territories with available data,Nurse practitioners,8206,—,—,—,7399,—,—
2022QuebecNurse practitioners,2022,Quebec,Nurse practitioners,1183,253,21,930,1172,0.21386306,0.017751479
2022SaskatchewanNurse practitioners,2022,Saskatchewan,Nurse practitioners,279,31,30,248,263,0.111111111,0.107526882
2022YukonNurse practitioners,2022,Yukon,Nurse practitioners,22,5,5,17,20,0.227272727,0.227272727
2022AlbertaOccupational therapists,2022,Alberta,Occupational therapists,2356,173,94,2183,2296,0.073429542,0.039898132
2022British ColumbiaOccupational therapists,2022,British Columbia,Occupational therapists,2844,281,152,2563,2744,0.098804501,0.053445851
2022ManitobaOccupational therapists,2022,Manitoba,Occupational therapists,785,100,64,685,773,0.127388535,0.081528662
2022New BrunswickOccupational therapists,2022,New Brunswick,Occupational therapists,423,41,24,382,410,0.096926714,0.056737589
2022Newfoundland and LabradorOccupational therapists,2022,Newfoundland and Labrador,Occupational therapists,238,24,7,214,234,0.100840336,0.029411765
2022Northwest TerritoriesOccupational therapists,2022,Northwest Territories,Occupational therapists,20,4,3,16,19,0.2,0.15
2022Nova ScotiaOccupational therapists,2022,Nova Scotia,Occupational therapists,699,86,38,613,681,0.123032904,0.054363376
2022NunavutOccupational therapists,2022,Nunavut,Occupational therapists,4,0,0,4,4,0,0
2022OntarioOccupational therapists,2022,Ontario,Occupational therapists,6716,524,291,6192,6568,0.078022633,0.043329363
2022Prince Edward IslandOccupational therapists,2022,Prince Edward Island,Occupational therapists,84,12,5,72,83,0.142857143,0.05952381
2022Provinces/territories with available dataOccupational therapists,2022,Provinces/territories with available data,Occupational therapists,20690,—,—,—,19528,—,—
2022QuebecOccupational therapists,2022,Quebec,Occupational therapists,6083,400,211,5683,5288,0.065757028,0.034686832
2022SaskatchewanOccupational therapists,2022,Saskatchewan,Occupational therapists,409,19,22,390,399,0.046454768,0.053789731
2022YukonOccupational therapists,2022,Yukon,Occupational therapists,29,2,8,27,29,0.068965517,0.275862069
2022AlbertaPharmacists,2022,Alberta,Pharmacists,5917,373,213,5544,5721,0.063038702,0.035997972
2022British ColumbiaPharmacists,2022,British Columbia,Pharmacists,6462,303,293,6159,5943,0.046889508,0.045341999
2022ManitobaPharmacists,2022,Manitoba,Pharmacists,1631,85,121,1546,1600,0.052115267,0.074187615
2022New BrunswickPharmacists,2022,New Brunswick,Pharmacists,916,114,32,802,905,0.124454148,0.034934498
2022Newfoundland and LabradorPharmacists,2022,Newfoundland and Labrador,Pharmacists,766,81,52,685,761,0.105744125,0.067885117
2022Northwest TerritoriesPharmacists,2022,Northwest Territories,Pharmacists,52,14,15,38,45,0.269230769,0.288461538
2022Nova ScotiaPharmacists,2022,Nova Scotia,Pharmacists,1418,87,67,1331,1365,0.06135402,0.047249647
2022NunavutPharmacists,2022,Nunavut,Pharmacists,53,—,—,—,—,—,—
2022OntarioPharmacists,2022,Ontario,Pharmacists,17182,911,455,16271,16004,0.053020603,0.026481201
2022Prince Edward IslandPharmacists,2022,Prince Edward Island,Pharmacists,215,12,12,203,213,0.055813953,0.055813953
2022Provinces/territories with available dataPharmacists,2022,Provinces/territories with available data,Pharmacists,46661,—,—,—,34256,—,—
2022QuebecPharmacists,2022,Quebec,Pharmacists,10271,—,—,—,—,—,—
2022SaskatchewanPharmacists,2022,Saskatchewan,Pharmacists,1723,109,87,1614,1699,0.063261753,0.050493326
2022YukonPharmacists,2022,Yukon,Pharmacists,55,—,—,—,—,—,—
2022AlbertaPhysiotherapists,2022,Alberta,Physiotherapists,3421,282,175,3139,3322,0.082432037,0.051154633
2022British ColumbiaPhysiotherapists,2022,British Columbia,Physiotherapists,4628,428,158,4200,4554,0.092480553,0.034140017
2022ManitobaPhysiotherapists,2022,Manitoba,Physiotherapists,940,98,60,842,931,0.104255319,0.063829787
2022New BrunswickPhysiotherapists,2022,New Brunswick,Physiotherapists,608,32,23,576,605,0.052631579,0.037828947
2022Newfoundland and LabradorPhysiotherapists,2022,Newfoundland and Labrador,Physiotherapists,321,31,17,290,313,0.096573209,0.052959502
2022Nova ScotiaPhysiotherapists,2022,Nova Scotia,Physiotherapists,842,86,30,756,838,0.102137767,0.035629454
2022OntarioPhysiotherapists,2022,Ontario,Physiotherapists,10634,785,446,9849,10210,0.073819823,0.041940944
2022Prince Edward IslandPhysiotherapists,2022,Prince Edward Island,Physiotherapists,128,20,2,108,125,0.15625,0.015625
2022Provinces/territories with available dataPhysiotherapists,2022,Provinces/territories with available data,Physiotherapists,28059,—,—,—,27217,—,—
2022QuebecPhysiotherapists,2022,Quebec,Physiotherapists,5664,550,354,5114,5520,0.09710452,0.0625
2022SaskatchewanPhysiotherapists,2022,Saskatchewan,Physiotherapists,803,76,63,727,799,0.094645081,0.078455791
2022YukonPhysiotherapists,2022,Yukon,Physiotherapists,70,—,—,—,—,—,—
2022AlbertaRegistered nurses,2022,Alberta,Registered nurses,36302,2591,2608,33711,34399,0.071373478,0.071841772
2022British ColumbiaRegistered nurses,2022,British Columbia,Registered nurses,40891,3201,2231,37690,38935,0.078281284,0.054559683
2022ManitobaRegistered nurses,2022,Manitoba,Registered nurses,13283,808,607,12475,—,0.060829632,0.045697508
2022New BrunswickRegistered nurses,2022,New Brunswick,Registered nurses,8019,651,864,7368,7422,0.081182192,0.107744108
2022Newfoundland and LabradorRegistered nurses,2022,Newfoundland and Labrador,Registered nurses,5927,431,410,5496,5829,0.07271807,0.069174962
2022Northwest Territories/NunavutRegistered nurses,2022,Northwest Territories/Nunavut,Registered nurses,1597,374,308,1223,1323,0.234189105,0.192861616
2022Nova ScotiaRegistered nurses,2022,Nova Scotia,Registered nurses,10334,1064,1000,9270,9727,0.102961099,0.09676795
2022OntarioRegistered nurses,2022,Ontario,Registered nurses,108040,6657,5709,101383,99839,0.061616068,0.05284154
2022Prince Edward IslandRegistered nurses,2022,Prince Edward Island,Registered nurses,1837,189,114,1648,—,0.102885139,0.062057703
2022Provinces/territories with available dataRegistered nurses,2022,Provinces/territories with available data,Registered nurses,315715,—,—,—,283071,—,—
2022QuebecRegistered nurses,2022,Quebec,Registered nurses,77261,5269,4584,71992,73818,0.068197409,0.059331357
2022SaskatchewanRegistered nurses,2022,Saskatchewan,Registered nurses,11564,831,663,10733,11140,0.071860948,0.057333103
2022YukonRegistered nurses,2022,Yukon,Registered nurses,660,215,181,445,639,0.325757576,0.274242424
2022AlbertaRegistered psychiatric nurses,2022,Alberta,Registered psychiatric nurses,1390,140,86,1250,1373,0.100719424,0.061870504
2022British ColumbiaRegistered psychiatric nurses,2022,British Columbia,Registered psychiatric nurses,3203,278,143,2925,3092,0.086793631,0.044645645
2022ManitobaRegistered psychiatric nurses,2022,Manitoba,Registered psychiatric nurses,1138,88,60,1050,1045,0.077328647,0.052724077
2022Northwest Territories/NunavutRegistered psychiatric nurses,2022,Northwest Territories/Nunavut,Registered psychiatric nurses,—,—,—,—,—,—,—
2022Provinces/territories with available dataRegistered psychiatric nurses,2022,Provinces/territories with available data,Registered psychiatric nurses,6511,—,—,—,6189,—,—
2022SaskatchewanRegistered psychiatric nurses,2022,Saskatchewan,Registered psychiatric nurses,772,77,42,695,679,0.099740933,0.054404145
2022YukonRegistered psychiatric nurses,2022,Yukon,Registered psychiatric nurses,8,—,—,—,—,—,—
2023AlbertaLicensed practical nurses,2023,Alberta,Licensed practical nurses,18166,2223,2020,15943,16094,0.122371463,0.111196741
2023British ColumbiaLicensed practical nurses,2023,British Columbia,Licensed practical nurses,13883,1232,778,12651,13239,0.088741626,0.056039761
2023ManitobaLicensed practical nurses,2023,Manitoba,Licensed practical nurses,3784,359,397,3425,3534,0.09487315,0.104915433
2023New BrunswickLicensed practical nurses,2023,New Brunswick,Licensed practical nurses,3675,478,594,3197,3422,0.130068027,0.161632653
2023Newfoundland and LabradorLicensed practical nurses,2023,Newfoundland and Labrador,Licensed practical nurses,2432,195,11,2237,2235,0.080180921,0.004523026
2023Northwest TerritoriesLicensed practical nurses,2023,Northwest Territories,Licensed practical nurses,166,9,—,157,164,0.054216867,—
2023Northwest Territories/NunavutLicensed practical nurses,2023,Northwest Territories/Nunavut,Licensed practical nurses,—,—,—,—,—,—,—
2023Nova ScotiaLicensed practical nurses,2023,Nova Scotia,Licensed practical nurses,4645,486,550,4159,4408,0.104628633,0.118406889
2023NunavutLicensed practical nurses,2023,Nunavut,Licensed practical nurses,316,—,—,—,—,—,—
2023OntarioLicensed practical nurses,2023,Ontario,Licensed practical nurses,58257,5794,4952,52463,52686,0.099455859,0.085002661
2023Prince Edward IslandLicensed practical nurses,2023,Prince Edward Island,Licensed practical nurses,794,74,10,720,735,0.093198992,0.012594458
2023Provinces/territories with available dataLicensed practical nurses,2023,Provinces/territories with available data,Licensed practical nurses,140282,—,—,—,125634,—,—
2023QuebecLicensed practical nurses,2023,Quebec,Licensed practical nurses,29990,3627,1672,26363,25460,0.120940313,0.055751917
2023SaskatchewanLicensed practical nurses,2023,Saskatchewan,Licensed practical nurses,3920,530,481,3390,3657,0.135204082,0.122704082
2023YukonLicensed practical nurses,2023,Yukon,Licensed practical nurses,254,—,—,—,—,—,—
2023AlbertaNurse practitioners,2023,Alberta,Nurse practitioners,722,89,32,633,680,0.123268698,0.04432133
2023British ColumbiaNurse practitioners,2023,British Columbia,Nurse practitioners,885,143,25,742,858,0.161581921,0.028248588
2023ManitobaNurse practitioners,2023,Manitoba,Nurse practitioners,316,28,17,288,—,0.088607595,0.053797468
2023New BrunswickNurse practitioners,2023,New Brunswick,Nurse practitioners,193,29,14,164,191,0.150259067,0.07253886
2023Newfoundland and LabradorNurse practitioners,2023,Newfoundland and Labrador,Nurse practitioners,260,36,—,224,258,0.138461538,—
2023Northwest Territories/NunavutNurse practitioners,2023,Northwest Territories/Nunavut,Nurse practitioners,119,28,0,91,87,0.235294118,0
2023Nova ScotiaNurse practitioners,2023,Nova Scotia,Nurse practitioners,330,71,25,259,314,0.215151515,0.075757576
2023OntarioNurse practitioners,2023,Ontario,Nurse practitioners,4407,390,138,4017,4169,0.088495575,0.031313819
2023Prince Edward IslandNurse practitioners,2023,Prince Edward Island,Nurse practitioners,71,13,7,58,71,0.183098592,0.098591549
2023Provinces/territories with available dataNurse practitioners,2023,Provinces/territories with available data,Nurse practitioners,8999,—,—,—,8302,—,—
2023QuebecNurse practitioners,2023,Quebec,Nurse practitioners,1411,249,19,1162,1402,0.176470588,0.013465627
2023SaskatchewanNurse practitioners,2023,Saskatchewan,Nurse practitioners,266,17,18,249,254,0.063909774,0.067669173
2023YukonNurse practitioners,2023,Yukon,Nurse practitioners,19,2,2,17,18,0.105263158,0.105263158
2023AlbertaOccupational therapists,2023,Alberta,Occupational therapists,2429,167,108,2262,2380,0.068752573,0.044462742
2023British ColumbiaOccupational therapists,2023,British Columbia,Occupational therapists,2941,249,139,2692,2816,0.08466508,0.047262836
2023ManitobaOccupational therapists,2023,Manitoba,Occupational therapists,815,94,64,721,806,0.115337423,0.078527607
2023New BrunswickOccupational therapists,2023,New Brunswick,Occupational therapists,439,40,20,399,424,0.091116173,0.045558087
2023Newfoundland and LabradorOccupational therapists,2023,Newfoundland and Labrador,Occupational therapists,247,16,12,231,244,0.064777328,0.048582996
2023Northwest TerritoriesOccupational therapists,2023,Northwest Territories,Occupational therapists,20,3,3,17,17,0.15,0.15
2023Nova ScotiaOccupational therapists,2023,Nova Scotia,Occupational therapists,719,58,30,661,711,0.080667594,0.041724618
2023NunavutOccupational therapists,2023,Nunavut,Occupational therapists,5,1,1,4,5,0.2,0.2
2023OntarioOccupational therapists,2023,Ontario,Occupational therapists,6939,514,295,6425,6783,0.074074074,0.04251333
2023Prince Edward IslandOccupational therapists,2023,Prince Edward Island,Occupational therapists,91,12,8,79,86,0.131868132,0.087912088
2023Provinces/territories with available dataOccupational therapists,2023,Provinces/territories with available data,Occupational therapists,21325,—,—,—,20168,—,—
2023QuebecOccupational therapists,2023,Quebec,Occupational therapists,6249,377,218,5872,5472,0.060329653,0.034885582
2023SaskatchewanOccupational therapists,2023,Saskatchewan,Occupational therapists,407,20,14,387,403,0.049140049,0.034398034
2023YukonOccupational therapists,2023,Yukon,Occupational therapists,24,3,4,21,21,0.125,0.166666667
2023AlbertaPharmacists,2023,Alberta,Pharmacists,6045,341,196,5704,5858,0.056410256,0.03242349
2023British ColumbiaPharmacists,2023,British Columbia,Pharmacists,6568,399,83,6169,6185,0.060749086,0.012637028
2023ManitobaPharmacists,2023,Manitoba,Pharmacists,1629,119,—,1510,1602,0.073050952,—
2023New BrunswickPharmacists,2023,New Brunswick,Pharmacists,944,60,60,884,936,0.063559322,0.063559322
2023Newfoundland and LabradorPharmacists,2023,Newfoundland and Labrador,Pharmacists,765,51,57,714,—,0.066666667,0.074509804
2023Northwest TerritoriesPharmacists,2023,Northwest Territories,Pharmacists,48,11,11,37,44,0.229166667,0.229166667
2023Nova ScotiaPharmacists,2023,Nova Scotia,Pharmacists,1481,130,159,1351,1403,0.087778528,0.107359892
2023NunavutPharmacists,2023,Nunavut,Pharmacists,47,—,—,—,—,—,—
2023OntarioPharmacists,2023,Ontario,Pharmacists,17564,837,488,16727,16352,0.047654293,0.027784104
2023Prince Edward IslandPharmacists,2023,Prince Edward Island,Pharmacists,219,16,7,203,217,0.073059361,0.03196347
2023Provinces/territories with available dataPharmacists,2023,Provinces/territories with available data,Pharmacists,48312,—,—,—,34310,—,—
2023QuebecPharmacists,2023,Quebec,Pharmacists,11217,—,—,—,—,—,—
2023SaskatchewanPharmacists,2023,Saskatchewan,Pharmacists,1727,91,71,1636,1713,0.05269253,0.041111754
2023YukonPharmacists,2023,Yukon,Pharmacists,58,—,—,—,—,—,—
2023AlbertaPhysiotherapists,2023,Alberta,Physiotherapists,3536,290,149,3246,3412,0.082013575,0.042138009
2023British ColumbiaPhysiotherapists,2023,British Columbia,Physiotherapists,4865,395,150,4470,4781,0.081192189,0.030832477
2023ManitobaPhysiotherapists,2023,Manitoba,Physiotherapists,982,102,68,880,981,0.103869654,0.069246436
2023New BrunswickPhysiotherapists,2023,New Brunswick,Physiotherapists,618,33,31,585,617,0.053398058,0.050161812
2023Newfoundland and LabradorPhysiotherapists,2023,Newfoundland and Labrador,Physiotherapists,330,26,16,304,321,0.078787879,0.048484848
2023Nova ScotiaPhysiotherapists,2023,Nova Scotia,Physiotherapists,904,92,53,812,893,0.101769912,0.058628319
2023OntarioPhysiotherapists,2023,Ontario,Physiotherapists,11105,917,439,10188,10613,0.082575416,0.039531742
2023Prince Edward IslandPhysiotherapists,2023,Prince Edward Island,Physiotherapists,133,7,12,126,130,0.052631579,0.090225564
2023Provinces/territories with available dataPhysiotherapists,2023,Provinces/territories with available data,Physiotherapists,29153,—,—,—,28229,—,—
2023QuebecPhysiotherapists,2023,Quebec,Physiotherapists,5813,503,—,5310,5680,0.086530191,—
2023SaskatchewanPhysiotherapists,2023,Saskatchewan,Physiotherapists,813,73,52,740,801,0.089790898,0.06396064
2023YukonPhysiotherapists,2023,Yukon,Physiotherapists,54,—,—,—,—,—,—
2023AlbertaRegistered nurses,2023,Alberta,Registered nurses,37202,3508,2291,33694,34471,0.094296006,0.061582711
2023British ColumbiaRegistered nurses,2023,British Columbia,Registered nurses,41893,3233,1844,38660,39516,0.077172797,0.0440169
2023ManitobaRegistered nurses,2023,Manitoba,Registered nurses,13460,784,703,12676,—,0.058246657,0.052228826
2023New BrunswickRegistered nurses,2023,New Brunswick,Registered nurses,7976,821,769,7155,7490,0.102933801,0.096414243
2023Newfoundland and LabradorRegistered nurses,2023,Newfoundland and Labrador,Registered nurses,6102,585,—,5517,5932,0.095870206,—
2023Northwest Territories/NunavutRegistered nurses,2023,Northwest Territories/Nunavut,Registered nurses,1619,330,—,1289,1286,0.203829524,—
2023Nova ScotiaRegistered nurses,2023,Nova Scotia,Registered nurses,10633,1299,1010,9334,9939,0.122166839,0.094987304
2023OntarioRegistered nurses,2023,Ontario,Registered nurses,110510,8179,5686,102331,101599,0.074011402,0.051452357
2023Prince Edward IslandRegistered nurses,2023,Prince Edward Island,Registered nurses,1910,187,185,1723,1869,0.097905759,0.096858639
2023Provinces/territories with available dataRegistered nurses,2023,Provinces/territories with available data,Registered nurses,321971,—,—,—,289640,—,—
2023QuebecRegistered nurses,2023,Quebec,Registered nurses,78255,5578,4249,72677,75735,0.07127979,0.05429685
2023SaskatchewanRegistered nurses,2023,Saskatchewan,Registered nurses,11760,859,596,10901,11180,0.073044218,0.050680272
2023YukonRegistered nurses,2023,Yukon,Registered nurses,651,172,99,479,623,0.264208909,0.152073733
2023AlbertaRegistered psychiatric nurses,2023,Alberta,Registered psychiatric nurses,1430,126,85,1304,1419,0.088111888,0.059440559
2023British ColumbiaRegistered psychiatric nurses,2023,British Columbia,Registered psychiatric nurses,3314,254,125,3060,3178,0.076644538,0.037718769
2023ManitobaRegistered psychiatric nurses,2023,Manitoba,Registered psychiatric nurses,1168,90,69,1078,1080,0.077054795,0.059075342
2023Northwest Territories/NunavutRegistered psychiatric nurses,2023,Northwest Territories/Nunavut,Registered psychiatric nurses,—,—,—,—,—,—,—
2023Provinces/territories with available dataRegistered psychiatric nurses,2023,Provinces/territories with available data,Registered psychiatric nurses,6725,—,—,—,6369,—,—
2023SaskatchewanRegistered psychiatric nurses,2023,Saskatchewan,Registered psychiatric nurses,788,58,49,730,692,0.073604061,0.062182741
2023YukonRegistered psychiatric nurses,2023,Yukon,Registered psychiatric nurses,25,—,—,—,—,—,—
2024AlbertaLicensed practical nurses,2024,Alberta,Licensed practical nurses,18236,2090,—,16146,16140,0.114608467,—
2024British ColumbiaLicensed practical nurses,2024,British Columbia,Licensed practical nurses,14377,1272,—,13105,13771,0.088474647,—
2024ManitobaLicensed practical nurses,2024,Manitoba,Licensed practical nurses,3647,260,—,3387,3525,0.071291472,—
2024New BrunswickLicensed practical nurses,2024,New Brunswick,Licensed practical nurses,3623,542,—,3081,3496,0.149599779,—
2024Newfoundland and LabradorLicensed practical nurses,2024,Newfoundland and Labrador,Licensed practical nurses,2778,357,—,2421,2448,0.128509719,—
2024Northwest TerritoriesLicensed practical nurses,2024,Northwest Territories,Licensed practical nurses,—,—,—,—,—,—,—
2024Northwest Territories/NunavutLicensed practical nurses,2024,Northwest Territories/Nunavut,Licensed practical nurses,333,—,—,—,—,—,—
2024Nova ScotiaLicensed practical nurses,2024,Nova Scotia,Licensed practical nurses,4679,584,—,4095,4314,0.124812994,—
2024NunavutLicensed practical nurses,2024,Nunavut,Licensed practical nurses,—,—,—,—,—,—,—
2024OntarioLicensed practical nurses,2024,Ontario,Licensed practical nurses,58476,5171,—,53305,53462,0.088429441,—
2024Prince Edward IslandLicensed practical nurses,2024,Prince Edward Island,Licensed practical nurses,875,91,—,784,755,0.104,—
2024Provinces/territories with available dataLicensed practical nurses,2024,Provinces/territories with available data,Licensed practical nurses,142773,—,—,—,128306,—,—
2024QuebecLicensed practical nurses,2024,Quebec,Licensed practical nurses,31550,3232,—,28318,26667,0.102440571,—
2024SaskatchewanLicensed practical nurses,2024,Saskatchewan,Licensed practical nurses,3910,471,—,3439,3728,0.120460358,—
2024YukonLicensed practical nurses,2024,Yukon,Licensed practical nurses,289,—,—,—,—,—,—
2024AlbertaNurse practitioners,2024,Alberta,Nurse practitioners,789,99,—,690,—,0.125475285,—
2024British ColumbiaNurse practitioners,2024,British Columbia,Nurse practitioners,991,131,—,860,961,0.132189707,—
2024ManitobaNurse practitioners,2024,Manitoba,Nurse practitioners,338,39,—,299,—,0.115384615,—
2024New BrunswickNurse practitioners,2024,New Brunswick,Nurse practitioners,227,48,—,179,219,0.211453744,—
2024Newfoundland and LabradorNurse practitioners,2024,Newfoundland and Labrador,Nurse practitioners,290,—,—,—,290,—,—
2024Northwest Territories/NunavutNurse practitioners,2024,Northwest Territories/Nunavut,Nurse practitioners,124,—,—,—,—,—,—
2024Nova ScotiaNurse practitioners,2024,Nova Scotia,Nurse practitioners,368,63,—,305,360,0.171195652,—
2024OntarioNurse practitioners,2024,Ontario,Nurse practitioners,4710,441,—,4269,4493,0.093630573,—
2024Prince Edward IslandNurse practitioners,2024,Prince Edward Island,Nurse practitioners,78,14,—,64,76,0.179487179,—
2024Provinces/territories with available dataNurse practitioners,2024,Provinces/territories with available data,Nurse practitioners,9891,—,—,—,8342,—,—
2024QuebecNurse practitioners,2024,Quebec,Nurse practitioners,1667,275,—,1392,1655,0.164967007,—
2024SaskatchewanNurse practitioners,2024,Saskatchewan,Nurse practitioners,283,35,—,248,267,0.123674912,—
2024YukonNurse practitioners,2024,Yukon,Nurse practitioners,26,9,—,17,21,0.346153846,—
2024AlbertaOccupational therapists,2024,Alberta,Occupational therapists,2524,203,—,2321,2481,0.080427892,—
2024British ColumbiaOccupational therapists,2024,British Columbia,Occupational therapists,3049,247,—,2802,3012,0.081010167,—
2024ManitobaOccupational therapists,2024,Manitoba,Occupational therapists,834,83,—,751,821,0.099520384,—
2024New BrunswickOccupational therapists,2024,New Brunswick,Occupational therapists,448,29,—,419,433,0.064732143,—
2024Newfoundland and LabradorOccupational therapists,2024,Newfoundland and Labrador,Occupational therapists,255,20,—,235,252,0.078431373,—
2024Northwest TerritoriesOccupational therapists,2024,Northwest Territories,Occupational therapists,18,1,—,17,18,0.055555556,—
2024Nova ScotiaOccupational therapists,2024,Nova Scotia,Occupational therapists,759,70,—,689,756,0.092226614,—
2024NunavutOccupational therapists,2024,Nunavut,Occupational therapists,5,1,—,4,5,0.2,—
2024OntarioOccupational therapists,2024,Ontario,Occupational therapists,7147,503,—,6644,7018,0.07037918,—
2024Prince Edward IslandOccupational therapists,2024,Prince Edward Island,Occupational therapists,93,10,—,83,89,0.107526882,—
2024Provinces/territories with available dataOccupational therapists,2024,Provinces/territories with available data,Occupational therapists,21963,—,—,—,20937,—,—
2024QuebecOccupational therapists,2024,Quebec,Occupational therapists,6372,—,—,—,5597,—,—
2024SaskatchewanOccupational therapists,2024,Saskatchewan,Occupational therapists,429,36,—,393,427,0.083916084,—
2024YukonOccupational therapists,2024,Yukon,Occupational therapists,30,10,—,20,28,0.333333333,—
2024AlbertaPharmacists,2024,Alberta,Pharmacists,6038,189,—,5849,5893,0.031301756,—
2024British ColumbiaPharmacists,2024,British Columbia,Pharmacists,6847,362,—,6485,6393,0.05286987,—
2024ManitobaPharmacists,2024,Manitoba,Pharmacists,1759,—,—,—,—,—,—
2024New BrunswickPharmacists,2024,New Brunswick,Pharmacists,944,60,—,884,935,0.063559322,—
2024Newfoundland and LabradorPharmacists,2024,Newfoundland and Labrador,Pharmacists,761,53,—,708,730,0.069645204,—
2024Northwest TerritoriesPharmacists,2024,Northwest Territories,Pharmacists,47,10,—,37,41,0.212765957,—
2024Nova ScotiaPharmacists,2024,Nova Scotia,Pharmacists,1439,117,—,1322,1414,0.081306463,—
2024NunavutPharmacists,2024,Nunavut,Pharmacists,42,—,—,—,—,—,—
2024OntarioPharmacists,2024,Ontario,Pharmacists,17864,788,—,17076,16679,0.044111061,—
2024Prince Edward IslandPharmacists,2024,Prince Edward Island,Pharmacists,216,4,—,212,214,0.018518519,—
2024Provinces/territories with available dataPharmacists,2024,Provinces/territories with available data,Pharmacists,48450,—,—,—,34046,—,—
2024QuebecPharmacists,2024,Quebec,Pharmacists,10647,—,—,—,—,—,—
2024SaskatchewanPharmacists,2024,Saskatchewan,Pharmacists,1771,115,—,1656,1747,0.064935065,—
2024YukonPharmacists,2024,Yukon,Pharmacists,75,—,—,—,—,—,—
2024AlbertaPhysiotherapists,2024,Alberta,Physiotherapists,3698,311,—,3387,3642,0.084099513,—
2024British ColumbiaPhysiotherapists,2024,British Columbia,Physiotherapists,5079,364,—,4715,4985,0.071667651,—
2024ManitobaPhysiotherapists,2024,Manitoba,Physiotherapists,1009,95,—,914,1007,0.094152626,—
2024New BrunswickPhysiotherapists,2024,New Brunswick,Physiotherapists,624,37,—,587,623,0.059294872,—
2024Newfoundland and LabradorPhysiotherapists,2024,Newfoundland and Labrador,Physiotherapists,352,38,—,314,338,0.107954545,—
2024Nova ScotiaPhysiotherapists,2024,Nova Scotia,Physiotherapists,941,90,—,851,916,0.095642933,—
2024OntarioPhysiotherapists,2024,Ontario,Physiotherapists,11598,932,—,10666,10966,0.080358683,—
2024Prince Edward IslandPhysiotherapists,2024,Prince Edward Island,Physiotherapists,131,10,—,121,128,0.076335878,—
2024Provinces/territories with available dataPhysiotherapists,2024,Provinces/territories with available data,Physiotherapists,30776,—,—,—,29593,—,—
2024QuebecPhysiotherapists,2024,Quebec,Physiotherapists,6438,—,—,—,6162,—,—
2024SaskatchewanPhysiotherapists,2024,Saskatchewan,Physiotherapists,836,75,—,761,826,0.089712919,—
2024YukonPhysiotherapists,2024,Yukon,Physiotherapists,70,—,—,—,—,—,—
